date,title,short_opening,url
2024/2/8,Ukraine__ Zelenskyy removes top general in major military shakeup,Zelenskyy said he thanked Gen. Valerii Zaluzhnyi for his two years of service as commander-in-chief and discussed possible replacements for the top military job.,https://globalnews.ca/news/10281741/ukraine-top-military-general-replaced-zelenskyy/
2024/2/5,Zelenskyy says he__ thinking about replacing Ukraine__ military chief,"Ukraine's President Volodymyr Zelenskyy said he was weighing a possible dismissal of the country's top military officer, a prospect that has shocked the nation.",https://globalnews.ca/news/10272585/ukraine-military-chief-zelenskyy/
2024/1/15,"Switzerland hosts Ukraine__ Zelenskyy, offers to hold peace summit with Russia",The two presidents said the Ukrainian and Swiss teams will begin preparations for the Global Peace Summit in Switzerland as early as Tuesday.,https://globalnews.ca/news/10227931/switzerland-zelenskyy-visit-ukraine-russia-peace-summit/
2023/12/19,Ukraine weighing military__ request to mobilize another 500K for war: Zelenskyy,"Volodymyr Zelenskyy said it was a ""highly sensitive"" issue that the military and government would discuss before deciding whether to send the proposal to parliament.",https://globalnews.ca/news/10180949/ukraine-army-mobilization-request-zelenskyy/
2023/12/12,Zelenskyy__ push for more Ukraine aid appears to fall flat among Republicans,"Zelenskyy's visit to Washington comes as Republicans are insisting on linking further aid to strict U.S.-Mexico border security changes, putting the funding at risk of collapse.",https://globalnews.ca/news/10165011/ukraine-zelenskyy-us-congress-border/
2023/10/31,Zelenskyy urges Ukrainian troops to ignore outside pessimism as war drags on,"Despite a months-long offensive, the vast frontline in Ukraine's east and south has moved little in the past year, spurring criticism and impatience among some Western allies.",https://globalnews.ca/news/10062567/ukraine-russia-zelenskyy-troops-success/
2023/9/22,"__ever submit to evil,_ Zelenskyy urges in speech as Trudeau vows $650M more","The last time Ukrainian President Volodymyr Zelenskyy was in Canada, he was a relatively unknown leader fresh off an election win in 2019.",https://globalnews.ca/news/9978576/ukraine-zelenskyy-canada-visit/
2023/9/21,Zelenskyy makes case for more aid to U.S. Congress as support under strain,"Ukrainian President Volodymyr Zelenskyy returned to Washington for a whirlwind one-day visit, this time facing pressure from Republicans questioning U.S. aid to Ukraine.",https://globalnews.ca/news/9976184/volodymyr-zelenskyy-ukraine-us-congress/
2023/9/20,Zelenskyy calls Russia __errorist state_ at tense UN Security Council meeting,"Before the meeting started, there was intense speculation about whether_Zelenskyy_and Russia's top diplomat, Sergey Lavrov, would clash, speak or totally avoid each other.",https://globalnews.ca/news/9974240/ukraine-zelenskyy-un-security-council/
2023/9/19,Ukraine__ Zelenskyy will visit Canada for 1st time since Russian invasion: sources,"Canada has been a fervent supporter of Ukraine during the war, with Prime Minister Justin Trudeau and Ukrainian President Volodymyr Zelenskyy speaking often.",https://globalnews.ca/news/9971136/zelenskyy-canada-visit/
2023/9/14,Zelenskyy set to visit Washington as U.S. debates continuing Ukraine aid,Zelenskyy's trip comes as Congress is debating Joe Biden's request to provide at least US$21 billion in military and humanitarian aid for Ukraine as it fights the Russian invasion.,https://globalnews.ca/news/9962555/ukraine-zelenskyy-us-congress-visit-2023/
2023/9/4,Ukraine__ defense minister resigns after Zelenskyy names replacement,Ukrainian Defense Minister Oleksii Reznikov submitted a letter of resignation on Monday after President Volodymyr Zelenskyy said he would be replaced and named his successor.,https://globalnews.ca/news/9937705/ukraines-defense-minister-resigns-after-zelenskyy-names-replacement/
2023/7/20,Why Zelenskyy__ call to tighten spending led a Ukrainian minister to resign,"Zelenskyy said he had appealed to local councils and his cabinet to show restraint so that ""people feel that budget resources are used fairly and correctly.""",https://globalnews.ca/news/9847090/ukraine-zelenskyy-spending-minister-resigns/
2023/7/8,Zelenskyy hails soldiers from Snake Island to mark country__ 500th day of war,"Speaking from Snake Island in a video, Zelenskyy honored the Ukrainian soldiers who fought for the island and all other defenders of the country.",https://globalnews.ca/news/9819444/zelenskeyy-500-days-of-war/
2023/6/23,Zelenskyy warns countries to act amid possible threat to Zaporizhzhia nuclear plant,Members of his government briefed international representatives on Thursday on the possible threat to the Zaporizhzhia Nuclear Power Plant.,https://globalnews.ca/news/9788742/zelenskyy-zaporizhzhia-plant-russia-ukraine/
2023/6/13,Russian missiles kill at least 10 people in Zelenskyy__ hometown,The devastation comes as Ukrainian forces are mounting counteroffensive operations using Western-supplied firepower to try to drive out the Russians.,https://globalnews.ca/news/9764602/russian-missile-attack-zelenskyy-hometown/
2023/6/10,"Canada to help Ukraine with another $500M and weapons, Trudeau says",This is the second time Trudeau has made an unannounced visit to the embattled country since Russia began its large-scale invasion of Ukraine in February 2022.,https://globalnews.ca/news/9760011/justin-trudeau-ukraine-surprise-visit-2023/
2023/5/21,Zelenskyy denies Russia__ claim it has captured Bakhmut,"Ukrainian President Volodymyr Zelenskyy said Sunday that Russian forces weren't occupying Bakhmut, casting doubt on Moscow's insistence that the eastern Ukrainian city had fallen.",https://globalnews.ca/news/9714228/volodymyr-zelenskyy-bakhmut-russia/
2023/5/21,Zelenskyy hints new Canadian aid package for Ukraine is coming soon,Prime Minister Justin Trudeau and Volodymyr Zelenskyy had met earlier in the day and Canada did not announce any new weapons or aid for Ukraine after they spoke.,https://globalnews.ca/news/9714201/volodymyr-zelenskyy-canada-ukraine-aid/
2023/5/21,Zelenskyy makes appearance at G7 as Trudeau reaffirms support to Ukraine,"Prime Minister Justin Trudeau sent a forceful rebuke of Russia at the conclusion of the G7 Leaders' Summit, which included the arrival of Ukrainian President Volodymyr Zelenskyy.",https://globalnews.ca/news/9714169/justin-trudeau-g7-zelenskyy/
2023/5/13,Ukraine__ Zelenskyy meets Pope Francis at the Vatican,"Ukrainian President Volodymyr Zelenskyy held talks with Pope Francis at the Vatican on Saturday, saying it was a great honor to meet with the pontiff.",https://globalnews.ca/news/9696378/pope-francis-volodymyr-zelenskyy-vatican/
2023/5/12,Eurovision organizers reject Zelenskyy__ request to make video address at contest,"This weekend's Eurovision Song Contest will have Ukrainian flags, Ukrainian musicians and Ukrainian fans - but not the country's wartime leader.",https://globalnews.ca/news/9693461/eurovision-song-contest-ukraine-zelenskyy/
2023/5/4,Ukraine__ Zelenskyy makes surprise visit to International Criminal Court,"Zelenskyy was on a visit to The Hague, which hosts the ICC as well as the United Nations' top judicial organ, the International Court of Justice.",https://globalnews.ca/news/9673116/ukraine-zelenskyy-icc-the-hague-visit/
2023/4/26,"Can China sway Russia on Ukraine invasion? Xi, Zelenskyy hold 1st phone call","The phone call, which officials said lasted nearly an hour, is believed to be a significant development in efforts to resolve the conflict between Russia and Ukraine.",https://globalnews.ca/news/9651859/china-ukraine-xi-zelenskyy-phone-call-russia/
2023/3/10,"Canada pushing China to include Ukraine in talks with Russia to end war, Joly says","Canada's foreign minister says she has asked her Chinese counterpart to have his country's president, Xi Jinping, speak with Ukrainian President Volodymyr Zelenskyy.",https://globalnews.ca/news/9543311/ukraine-russia-china-peace-talks-joly/
2023/2/26,"Ukraine__ Zelenskyy fires senior military commander, no reason given","In a one-line decree, Zelenskyy announced the dismissal of Eduard Moskalyov as commander of the joint forces of Ukraine, which are engaged in battles in the Donbas region.",https://globalnews.ca/news/9512994/ukraine-volodymyr-zelenskyy-military-commander/
2023/2/24,Brad Paisley drops song feat. Zelenskyy on 1st anniversary of Russian invasion,"Brad Paisley released a new song entitled_'Same Here' featuring Ukrainian President Volodymyr Zelenskyy_Friday, marking one year since Russia initiated war in Ukraine.",https://globalnews.ca/news/9509684/brad-paisley-volodymyr-zelenskyy-same-here-war-1-year/
2023/2/24,Ukraine__ Zelenskyy vows victory on first anniversary of Russian invasion,President Volodymyr Zelenskyy used the Feb. 24 anniversary to congratulate Ukrainians on their resilience in the face of Europe's biggest and deadliest war since World War II.,https://globalnews.ca/news/9508653/ukraine-russia-war-anniversary-zelenskyy-address/
2023/2/4,Ukraine__ Zelenskyy revokes citizenship of numerous former politicians,"President Volodymyr Zelenskyy revoked the citizenship of several former influential politicians in the latest of steps to ""cleanse"" the country from pro-Russian influences.",https://globalnews.ca/news/9461001/ukraines-zelenskyy-revokes-citizenship-of-numerous-former-politicians/
2023/1/22,Russia warns West of __lobal catastrophe_ for arming Ukraine,The speaker of the lower house of Russia's parliament warned Sunday that countries supplying Ukraine with more powerful weapons risked their own destruction.,https://globalnews.ca/news/9428459/russia-ukraine-west-arming/
2023/1/21,Ukraine war: Zelenskyy honours those killed in helicopter crash,"At the somber service in Kyiv, Zelenskyy and his wife laid flowers on each of the seven coffins draped in the blue and yellow flags of Ukraine.",https://globalnews.ca/news/9426901/ukraine-war-zelenskyy-helicopter-crash/
2023/1/10,Zelenskyy thanks Trudeau for donating air defence system to Ukraine,"The NASAM is a medium-range ground-based air defence system that protects against drone, missile and aircraft attack with a high success rate.",https://globalnews.ca/news/9400363/ukraine-canada-air-defence-system/
2023/1/3,"Trudeau speaks with Zelenskyy from Jamaica, appears to back Ukraine __eace formula_",Justin Trudeau and Volodymyr Zelenskyy discussed Canada's continued commitment to providing military and humanitarian aid to Ukraine as Russia's invasion nears the one-year mark.,https://globalnews.ca/news/9385420/ukraine-trudeau-zelenskyy-jamaica-peace/
2023/1/3,"After deadly Ukrainian strike, Russia preparing to step up drone attacks: Zelenskyy",At least 63 Russian soldiers were killed in an attack in the eastern Donetsk region after Ukrainian forces fired rockets from a HIMARS launch system.,https://globalnews.ca/news/9383603/russia-preparing-drone-attacks-ukraine-war/
2022/12/27,"From crypto and inflation to Zelenskyy, here__ what stood out in the ABCs of 2022","From the Pope's visit to Canada, to Elon Musk buying Twitter and the death of Queen Elizabeth. Here__ a rundown of the last 12 months in alphabetical order.",https://globalnews.ca/news/9373408/from-crypto-and-inflation-to-zelenskyy-heres-what-stood-out-in-the-abcs-of-2022/
2022/12/21,"__our support is crucial,_ Ukraine__ Zelenskyy tells U.S. Congress in historic address","The Ukrainian president pressed lawmakers to continue their support to help fight off Russia's invasion, as some Republicans openly question the need for further U.S. funds.",https://globalnews.ca/news/9366384/ukraine-zelenskyy-us-congress-address/
2022/12/21,"Zelenskyy thanks Biden, __rdinary Americans_ for supporting Ukraine at White House",Biden welcomed Zelenskyy to the Oval Office during the Ukrainian president's first known trip outside his country since Russia invaded in February.,https://globalnews.ca/news/9364169/zelenskyy-washington-visit-biden-meeting/
2022/12/20,Ukraine__ Zelenskyy set to visit Washington in 1st overseas trip of war: reports,"Sources familiar with the plans said Zelenskyy's visit on Wednesday, while expected, could still be called off at the last minute due to security concerns.",https://globalnews.ca/news/9363028/ukraine-zelenskyy-washington-trip/
2022/12/16,Zelenskyy __elcomed_ Canada__ move to revoke Nord Stream sanction exemption: PMO,Ukrainian President Volodymyr Zelenskyy 'welcomed' Canada__ decision to revoke a permit that allowed the export of a turbine being repaired in Montreal owned by Russia's Gazprom.,https://globalnews.ca/news/9354275/zelenskyy-trudeau-nord-stream-turbine-exemption/
2022/12/7,Ukraine President Volodymyr Zelenskyy named Time magazine__ person of the year,The U.S. magazine acknowledged Ukrainian President Volodymyr Zelenskyy's leadership during Russia__ invasion and also paid tribute to the people of Ukraine.,https://globalnews.ca/news/9331462/zelenskyy-time-person-of-the-year-2022/
2022/11/28,"Unless Russia runs out of missiles, Moscow won__ stop strikes: Ukraine__ Zelenskyy",Ukraine has gained an advantage on the battlefield in part from deploying western rocket systems that allow it to target Russian positions behind the front lines.,https://globalnews.ca/news/9308830/russia-ukraine-missile-strikes-zelenskyy/
2022/11/27,"Russia plotting new missile attacks, Ukraine__ Zelenskyy says","""We understand that the terrorists are planning new strikes. We know this for a fact,"" Zelenskyy said in his nightly video address.",https://globalnews.ca/news/9308391/russia-ukraine-missile-attack-volodymyr-zelenskyy/
2022/11/18,Ukraine__ Zelenskyy calls on Canada to help on long,Ukrainian President Volodymyr Zelenskyy made the request in a pre-recorded video address to an international security conference in Halifax.,https://globalnews.ca/news/9290846/ukraine-zelenskyy-canada-peace-plan-russia/
2022/11/9,Sean Penn loans Oscar statuette to Ukrainian president Volodymyr Zelenskyy,"In a symbolic gesture, Sean Penn presented his Oscars statuette to Ukrainian president Volodymyr Zelenskyy during a recent meeting in Kyiv.",https://globalnews.ca/news/9264629/sean-penn-loans-oscar-statuette-to-ukrainian-president-volodymyr-zelenskyy/
2022/11/6,"Russia __uffering serious losses_ in eastern Ukraine, Zelenskyy says","""Very fierce Russian attacks on Donetsk region are continuing. The enemy is suffering serious losses there,"" Zelenskyy said in a video address.",https://globalnews.ca/news/9256664/russia-ukraine-volodymyr-zelenskyy/
2022/10/21,Ukraine__ Zelenskyy urges West to warn Russia against blowing up key dam,"Russia accused Kyiv earlier this week of rocketing the dam and planning to destroy it, in what Ukrainian officials called a sign that Moscow might blow it up and blame Kyiv.",https://globalnews.ca/news/9216731/zelenskyy-west-warn-russia-ukraine-dam/
2022/10/4,Elon Musk Twitter poll on Ukraine war sparks response from Volodymyr Zelenskyy,The Tesla CEO argued in a tweet Monday that to reach peace Russia should be allowed to keep the Crimea Peninsula that it seized in 2014.,https://globalnews.ca/news/9174964/elon-musk-volodymyr-zelenskyy-ukraine-russia-twitter/
2022/9/27,Zelenskyy says no talks with Putin if Ukrainian land annexed,"Ukrainian President Vodymyr Zelenskyy urged additional military and financial support to defend Ukraine ""so the aggressor would lose.""",https://globalnews.ca/news/9160842/zelenskyy-putin-ukrainian-land-annexed/
2022/9/21,"Zelenskyy to U.N.: Ukraine will prevail over Russian mobilization, __ut we need time_",Zelenskyy_suggested Russia's decision to mobilize some reservists showed that Moscow isn't serious about negotiating an end to its nearly seven-month-long war.,https://globalnews.ca/news/9144878/ukraine-volodymyr-zelenskyy-united-nations-speech/
