date,title,short_opening,url
18-May,"Zelenskyy sheds details on meeting with Vance, Rubio in Rome after Russia peace talks stall",Zelenskyy discusses stalled Russia peace talks in Rome.,https://www.foxnews.com/politics/zelenskyy-slams-russia-sending-non-decision-makers-peace-talks-after-meeting-vance-rubio
25-Feb,Trump says minerals deal has been 'pretty much' negotiated with Zelenskyy,U.S. and Ukraine agree on mineral deal terms.,https://www.foxnews.com/world/trump-says-minerals-deal-has-been-pretty-much-negotiated-zelenskyy-meeting-slated-friday
24-Sep,"Zelenskyy at UN: __eak_ global bodies can__ stop Putin, only __riends and weapons_ can",Zelenskyy warns UN that Putin plans wider war.,https://www.foxnews.com/world/zelenskyy-un-weak-global-bodies-cant-stop-putin-only-friends-weapons-can
11-Feb,"JD Vance, Treasury Sec Scott Bessent to meet with Zelenskyy as Trump team sets sights on Russia-Ukraine war",Vance to meet Zelenskyy amid shifting U.S. strategy.,https://www.foxnews.com/politics/jd-vance-treasury-sec-scott-bessent-meet-zelenskyy-trump-team-sets-sights-russia-ukraine-war
3-Sep,Putin invites Zelenskyy to a meeting in Moscow for security talks as he bombs Ukraine,Putin suggests meeting Zelenskyy despite ongoing attacks.,https://www.foxnews.com/world/putin-invites-zelenskyy-meeting-moscow-security-talks-as-he-bombs-ukraine
28-Feb,"Furious Dems attack Trump, Vance after explosive Oval Office meeting with Zelenskyy",Democrats criticize Trump__elenskyy exchange as shameful.,https://www.foxnews.com/politics/furious-dems-attack-trump-vance-explosive-oval-office-meeting-zelenskyy-siding-dictators
7-Aug,Zelenskyy tells Putin to 'be brave' and finally agree to trilateral meeting with Trump,Zelenskyy pushes Putin for three-way peace meeting.,https://www.foxnews.com/world/zelenskyy-tells-putin-be-brave-finally-agree-trilateral-meeting-trump
24-Feb,"Zelenskyy names his terms for giving up power as US, Ukraine lock in on mineral deal",Zelenskyy demands guarantees as Washington pressures him.,https://www.foxnews.com/politics/zelenskyy-names-his-terms-giving-up-power-us-ukraine-lock-mineral-deal-nato
26-Feb,Zelenskyy looking for __ATO or something similar_ as he prepares for meeting with Trump,Zelenskyy insists Ukraine needs NATO-level security guarantees.,https://www.foxnews.com/world/zelenskyy-looking-nato-something-similar-he-prepares-meeting-trump
2-Mar,Trump commerce secretary shreds Zelenskyy's security guarantee requests: 'Just ridiculous',Commerce secretary rejects Zelenskyy's terms for peace deal.,https://www.foxnews.com/video/6369522376112
18-May,"Zelenskyy sheds details on meeting with Vance, Rubio in Rome after Russia peace talks stall",Zelenskyy describes non-productive talks with Russia.,https://www.foxnews.com/politics/zelenskyy-slams-russia-sending-non-decision-makers-peace-talks-after-meeting-vance-rubio
25-Feb,Trump says minerals deal has been 'pretty much' negotiated with Zelenskyy,Mineral deal nearly finalized between U.S. and Ukraine.,https://www.foxnews.com/world/trump-says-minerals-deal-has-been-pretty-much-negotiated-zelenskyy-meeting-slated-friday
24-Sep,"Zelenskyy at UN: __eak_ global bodies can__ stop Putin, only __riends and weapons_ can",Zelenskyy says UN can't stop Putin alone.,https://www.foxnews.com/world/zelenskyy-un-weak-global-bodies-cant-stop-putin-only-friends-weapons-can
11-Feb,"JD Vance, Treasury Sec Scott Bessent to meet with Zelenskyy",Vance plans meeting with Zelenskyy about war strategy.,https://www.foxnews.com/politics/jd-vance-treasury-sec-scott-bessent-meet-zelenskyy-trump-team-sets-sights-russia-ukraine-war
3-Sep,Putin invites Zelenskyy to a meeting in Moscow,Putin suggests Zelenskyy meet in Moscow amid escalation.,https://www.foxnews.com/world/putin-invites-zelenskyy-meeting-moscow-security-talks-as-he-bombs-ukraine
28-Feb,"Furious Dems attack Trump, Vance after explosive Oval Office meeting with Zelenskyy",Dems slam Trump for clash with Zelenskyy.,https://www.foxnews.com/politics/furious-dems-attack-trump-vance-explosive-oval-office-meeting-zelenskyy-siding-dictators
7-Aug,Zelenskyy tells Putin to 'be brave' and finally agree to trilateral meeting,Zelenskyy challenges Putin to join peace talks.,https://www.foxnews.com/world/zelenskyy-tells-putin-be-brave-finally-agree-trilateral-meeting-trump
24-Feb,Zelenskyy names his terms for giving up power,Zelenskyy states conditions for stepping down.,https://www.foxnews.com/politics/zelenskyy-names-his-terms-giving-up-power-us-ukraine-lock-mineral-deal-nato
26-Feb,Zelenskyy looking for __ATO or something similar_,Zelenskyy urges allies for NATO-level security.,https://www.foxnews.com/world/zelenskyy-looking-nato-something-similar-he-prepares-meeting-trump
2-Mar,Trump commerce secretary shreds Zelenskyy's requests,Commerce official calls Zelenskyy's demands unreasonable.,https://www.foxnews.com/video/6369522376112
7-Dec,"Trump meets with Macron, Zelenskyy ahead of Notre Dame reopening",Trump meets Zelenskyy and Macron in Paris.,https://www.foxnews.com/politics/trump-meets-macron-zelenskyy-notre-dame-ceremony-paris
17-Oct-24,Zelenskyy victory plan: Replace US troops with Ukrainians,Zelenskyy proposes replacing U.S. troops with Ukrainians across Europe.,https://www.foxnews.com/politics/zelensky-victory-plan-includes-replacing-us-troops-outposts-europe-battle-hardened-ukrainians
7-Feb,Trump plans to meet with Zelenskyy as he looks to end Ukraine war,Trump says Zelenskyy may visit DC soon.,https://www.foxnews.com/politics/trump-plans-meet-zelenskyy-he-looks-end-ukraine-war
7-Mar,Zelenskyy confirms Ukraine will attend US peace talks in Saudi Arabia,Zelenskyy confirms participation in US-led talks.,https://www.foxnews.com/world/zelenskyy-confirms-ukraine-attend-us-peace-talks-saudi-arabia-1-week-after-oval-office-clash
20-Nov,Zelenskyy answers whether he's willing to cede Crimea,Zelenskyy refuses to concede Ukrainian territory.,https://www.foxnews.com/world/zelenskyy-answers-whether-hes-willing-cede-crimea-other-territory-peace-deal
19-Mar,"Zelenskyy wants details after Trump-Putin call, lays out 'red line' for Ukraine",Zelenskyy outlines Ukraine__ non-negotiable red line after Trump__utin call.,https://www.foxnews.com/world/zelenskyy-wants-details-after-trump-putin-call-lays-out-red-line-ukraine
14-Oct-24,Harris' off-putting manner put Zelenskyy on defensive ahead of Russian invasion,Book reveals Harris put Zelenskyy on edge before Russia invasion.,https://www.foxnews.com/politics/harris-off-putting-manner-put-zelenskyy-defensive-ahead-russian-invasion-new-book-reveals
28-Feb,"World leaders back Zelenskyy following Trump, Vance Oval Office spat",Leaders emphasize Russia is aggressor after Zelenskyy__rump clash.,https://www.foxnews.com/world/world-leaders-back-zelenskyy-following-trump-vance-oval-office-spat
16-May,"Zelenskyy speaks with Trump, allies after Russia peace talks broker no ceasefire",Zelenskyy and global leaders react to failed ceasefire talks.,https://www.foxnews.com/world/zelenskyy-speaks-trump-allies-after-russia-peace-talks-broker-no-ceasefire
7-Sep,Zelenskyy accuses Trump of giving Putin 'what he wanted' at Alaska summit,Zelenskyy criticizes Trump__utin summit outcome.,https://www.foxnews.com/media/zelenskyy-accuses-trump-giving-putin-what-he-wanted-alaska-summit
11-May,Zelenskyy agrees to meet with Putin on Thursday,Zelenskyy accepts Putin__ proposal for high-stakes meeting.,https://www.foxnews.com/world/zelenskyy-agrees-meet-putin-thursday
17-Oct,"Trump says 'tremendous bad blood' between Zelenskyy, Putin delaying peace deal",Trump blames Zelenskyy__utin animosity for stalled peace deal.,https://www.foxnews.com/politics/trump-says-tremendous-bad-blood-between-zelenskyy-putin-delaying-peace-deal-despite-middle-east-momentum-
12-Aug-22,Ukrainian President Zelenskyy will soon have his own action figure,"Action figure of Zelenskyy raises $139,000 in crowdfunding.",https://www.foxnews.com/lifestyle/ukraine-president-zelenskyy-action-figure
6-Aug,Trump open to meet Putin face-to-face next week followed by three-way talks with Zelenskyy,Trump schedules meetings with Putin and Zelenskyy.,https://www.foxnews.com/politics/trump-announces-face-face-talks-putin-next-week-three-way-talks-ukraines-zelenskyy
22-Oct,Trump meets NATO__ Rutte amid canceled Putin meeting: 'It didn't feel right to me',Trump meets NATO chief after Zelenskyy White House visit.,https://www.foxnews.com/politics/trump-meets-natos-rutte-amid-canceled-putin-meeting-it-didnt-feel-right-me
15-Aug,Key takeaways from Trump-Putin summit as meeting with Zelenskyy might be next,Zelenskyy likely next in diplomatic sequence after Alaska summit.,https://www.foxnews.com/world/key-takeaways-from-trump-putin-summit-meeting-zelenskyy-might-next
25-Sep,Zelenskyy tells Kremlin leaders they should 'know where the bomb shelters are',Zelenskyy warns Moscow officials amid escalation.,https://www.foxnews.com/world/zelenskyy-tells-kremlin-leaders-should-know-where-bomb-shelters-ominous-warning
18-Aug,"5 key moments inside Trump__ __ig day_ with Zelenskyy, European leaders",Zelenskyy__rump meeting highlighted as major diplomatic moment.,https://www.foxnews.com/politics/key-moments-inside-trumps-big-day-zelenskyy-european-leaders
28-Feb,'Utter disaster': Lindsey Graham calls for Zelenskyy resignation after White House throwdown,"Graham slams Zelenskyy, says he should resign or change.",https://www.foxnews.com/politics/utter-disaster-lindsey-graham-calls-zelenskyy-resignation-after-white-house-throwdown
27-Feb,Trump says 'I can't believe I said that' when asked if he still thinks Zelenskyy is a dictator,Trump dodges Zelenskyy dictator remark during meeting with Starmer.,https://www.foxnews.com/politics/trump-cant-believe-said-that-when-asked-thinks-zelenskyy-dictator
19-Aug,White House announces Putin agreed to bilateral meeting with Zelenskyy,"Putin agrees to meet Zelenskyy one-on-one, per White House.",https://www.foxnews.com/politics/white-house-announces-putin-agreed-bilateral-meeting-zelenskyy
25-Jun,"Zelenskyy pointedly thanks Trump, America for Ukraine support",Zelenskyy emphasizes gratitude months after tense exchange.,https://www.foxnews.com/politics/zelenskyy-pointedly-thanks-trump-america-ukraine-support-months-after-vances-jab-about-lack-gratitude
3-Mar,UK prime minister lays out Ukraine peace deal framework as Zelenskyy responds to resignation calls,Zelenskyy faces calls to resign while UK outlines plan.,https://www.foxnews.com/politics/uk-prime-minister-lays-out-ukraine-peace-deal-framework-zelenskyy-responds-resignation-calls
7-Aug-23,Ukraine arrests woman in alleged foiled Russian assassination plot against Zelenskyy,Ukraine arrests woman tied to Russian plot to assassinate Zelenskyy.,https://www.foxnews.com/world/ukraine-arrests-woman-alleged-foiled-russian-assassination-plot-against-zelenskyy
28-Feb,Who could lead Ukraine if Zelenskyy resigns?,Uncertainty looms over Ukrainian leadership if Zelenskyy steps down.,https://www.foxnews.com/world/who-could-lead-zelenskyy-resigned
28-Feb,"World leaders back Zelenskyy following Trump, Vance Oval Office spat",Global leaders reaffirm support for Zelenskyy.,https://www.foxnews.com/world/world-leaders-back-zelenskyy-following-trump-vance-oval-office-spat
23-Jan,Trump says Zelenskyy is __o angel_,Trump discusses Zelenskyy and relationships with global leaders.,https://www.foxnews.com/video/6367602293112
5-Nov-24,"Ukraine, North Korean troops clash for first time; Zelenskyy warns of escalation",Zelenskyy warns of escalating conflict as NK troops join Russia.,https://www.foxnews.com/world/ukraine-north-korean-troops-clash-first-time-zelenskyy-warns-escalation
28-Feb,"SCOOP: GOP Ukraine supporters alarmed after explosive Trump, Zelenskyy meeting",GOP lawmakers shocked by tense Trump__elenskyy meeting.,https://www.foxnews.com/politics/scoop-gop-ukraine-supporters-alarmed-after-explosive-trump-zelenskyy-meeting
28-Feb,Zelenskyy says ire with Trump began with pro-Putin rhetoric,Zelenskyy says Trump's pro-Putin comments sparked tensions.,https://www.foxnews.com/world/zelenskyy-says-ire-trump-began-pro-putin-rhetoric
4-Mar,Fox News' Zelenskyy interview watched by 6.4 million viewers,Baier interview with Zelenskyy surpasses major networks.,https://www.foxnews.com/media/fox-news-zelenskyy-interview-watched-6-4-million-viewers-surpassing-nbc-cbs-evening-newscasts
8-Jun,Zelenskyy dismisses Trump's claim that Russia wants peace,Zelenskyy says he knows Putin better than Trump does.,https://www.foxnews.com/politics/zelenskyy-dismisses-trumps-claim-russia-wants-peace-says-he-knows-putin-much-better
26-Nov,Ukraine's Zelenskyy ordered missile strikes into Russia hours after trip to front lines,Zelenskyy orders strikes on Russia following frontline visit.,https://www.foxnews.com/world/ukraine-president-zelenskyy-ordered-missile-strikes-russia-hours-after-trip-front-lines-fox-news
30-Mar,Trump says Zelenskyy wants to back out of mineral deal,Trump says Zelenskyy reconsidering rare earth deal.,https://www.foxnews.com/politics/trump-says-zelenskyy-wants-back-out-mineral-deal-addresses-3rd-term-during-gaggle
19-Feb,Trump and Zelenskyy war of words heats up,Zelenskyy accuses Trump of spreading Russian disinformation.,https://www.foxnews.com/politics/trump-zelenskyy-war-words-heats-up-even-us-looks-wind-down-war-ukraine
14-Feb,"Ukraine blames Russia for drone attack on Chernobyl's protective shell, Zelenskyy says damage 'significant'",Zelenskyy says drone strike caused significant damage to Chernobyl protective shell.,https://www.foxnews.com/world/ukraine-blames-russia-drone-attack-chernobyls-protective-shell-zelenskyy-says-damage-significant
11-Oct-22,"Ukraine's Zelenskyy pushes 'peace formula' in G7 meeting, says 'no dialogue' with Putin",Zelenskyy presents peace formula and rules out dialogue with Putin.,https://www.foxnews.com/world/ukraine-zelenskyy-pushes-peace-formula-g7-meeting-says-no-dialogue-putin
17-Mar-22,"Volodymyr Zelenskyy, 'the Churchill of our time': Reporter's Notebook",Zelenskyy portrayed as modern Churchill amid plea for weapons.,https://www.foxnews.com/politics/volodymyr-zelenskyy-churchill-our-time
17-Oct,Zelenskyy pitches Trump on Ukraine drone-for-Tomahawk missile exchange,Zelenskyy proposes drone-for-Tomahawk deal; Trump hesitant.,https://www.foxnews.com/world/zelenskyy-pitches-trump-ukraine-drone-for-tomahawk-missile-exchange-president-weighs-escalation-concerns
28-Feb,Zelenskyy says ire with Trump began with pro-Putin rhetoric,Zelenskyy says Trump's comments triggered public distrust.,https://www.foxnews.com/world/zelenskyy-says-ire-trump-began-pro-putin-rhetoric
