date,title,short_opening,url
5-Feb-25,Former Zelenskyy press secretary makes the case for ceasefire,By Kathryn Fink,https://www.npr.org/2025/02/05/nx-s1-5282166/former-zelenskyy-press-secretary-makes-the-case-for-ceasefire
20-Jan-25,Ukraine's Volodymyr Zelenskyy congratulates Trump,"Joanna Kakissis Ukraine's president, Volodymyr Zelenskyy, congratulated President Trump on taking office, calling him ""a man of strength."" He said Ukrainians are ready to work with Americans to achieve ""true peace.""",https://www.npr.org/2025/01/20/g-s1-43847/ukraines-volodymyr-zelenskyy-congratulates-trump
26-Sep-24,Zelenskyy met with leaders in Washington to press for ongoing support for Ukraine,Franco Ordoñez President Biden welcomes Ukraine's President Zelenskyy with a pledge of additional military assistance. Zelenskyy also met with Vice President Harris and bipartisan groups in the House and Senate.,https://www.npr.org/2024/09/26/nx-s1-5129632/zelenskyy-met-with-leaders-in-washington-to-press-for-ongoing-support-for-ukraine
25-Sep-24,Zelenskyy warns that Russia may attack Ukrainian power plants at UNGA,Michele Kelemen Ukraine's President Volodmyr Zelensky tries to rally support at a UN distracted by the Middle East and warns Russia may be planning to attack his country's nuclear power plants.,https://www.npr.org/2024/09/25/nx-s1-5124853/zelenskyy-warns-that-russia-may-attack-ukrainian-power-plants-at-unga
31-Aug-24,Ukrainian president Zelenskyy fires air force commander after fatal F-16 crash,By The Associated Press,https://www.npr.org/2024/08/31/g-s1-20449/ukraine-president-zelenskyy-fires-air-force-commander-f16-crash
8-Aug-24,"Ukraine must drive Russia troops away from border areas, a Zelenskyy adviser says",By Greg Myre,https://www.npr.org/2024/08/08/nx-s1-5064166/ukraine-must-drive-russia-troops-away-from-border-areas-a-zelenskyy-adviser-says
2-Jul-24,Hungary's Orbán in Kyiv for talks withZelenskyyin first visit since the war began,By The Associated Press,https://www.npr.org/2024/07/02/nx-s1-5026348/orban-hungary-ukraine-kyiv-meets-with-zelenskyy
2-Jun-24,Zelenskyyaccuses China of helping Russia undermine peace summit,By Emily Feng,https://www.npr.org/2024/06/02/g-s1-2426/zelenskyy-accuses-china-of-helping-russia-undermine-peace-summit
21-May-24,Zelenskyy's popularity in Ukraine has fallen. Will he hold elections?,"Steve Inskeep Ukrainian President Zelenskyy's approval rating soared to a high of 90% after Russia's full-scale invasion in 2022. As the war drags on, his popularity has waned.",https://www.npr.org/2024/05/21/1252641146/zelenskyys-popularity-in-ukraine-has-fallen-will-he-hold-elections
21-May-24,"As the war in Ukraine drags on,Zelenskyy's popularity has waned",,https://www.npr.org/2024/05/21/1252623096/as-the-war-in-ukraine-drags-on-zelenskyy-s-popularity-has-waned
5-May-24,"Ukraine'sZelenskyycalls God an ""ally"" against Russia in Orthodox Easter message",By The Associated Press,https://www.npr.org/2024/05/05/1249207522/ukraines-zelenskyy-calls-god-an-ally-against-russia-in-orthodox-easter-message
17-Apr-24,Zelenskyysays Ukraine deserves the same military help Israel received against Iran,By Polina Lytvynova,https://www.npr.org/2024/04/17/1245238031/zelenskyy-says-ukraine-deserves-the-same-military-help-israel-received-against-i
31-Mar-24,Politics chat:Zelenskyyappeals for aid; Robert F. Kennedy Jr names running mate,By Ayesha Rascoe,https://www.npr.org/2024/03/31/1241888287/politics-chat-zelenskyy-appeals-for-aid-robert-f-kennedy-jr-names-running-mate
25-Feb-24,"31,000 Ukrainian troops have been killed so far in the war,Zelenskyysays","Joanna Kakissis Ukrainian President Volodymyr Zelenskyy answers media questions, during his press conference in Kyiv, Ukraine, on Sunday.Evgeniy Maloletka/APhide caption",https://www.npr.org/2024/02/25/1233801790/ukraine-troops-killed-war-zelenskyy-russia-ammunition
17-Feb-24,Harris says 'there is only Plan A' for Ukraine aid.Zelenskyysays he's counting on it,By Asma Khalid,https://www.npr.org/2024/02/17/1232247360/kamala-harris-ukraine-zelenskyy
9-Feb-24,Zelenskyyreplaces Ukraine's army's leader almost 2 years into war with Russia,"STEVE INSKEEP, HOST: President Volodymyr Zelenskyy says he is sidelining his military commander as Russia's full-scale invasion of Ukraine approaches its third year.",https://www.npr.org/2024/02/09/1230337044/zelenskyy-replaces-ukraines-armys-leader-almost-2-years-into-war-with-russia
8-Feb-24,Ukraine'sZelenskyyreplaces the army's leader almost 2 years into war with Russia,By The Associated Press,https://www.npr.org/2024/02/08/1230053272/ukraine-zelenskyy-replaces-army-leader
23-Jan-24,How war changed Ukrainian President VolodymyrZelenskyy,By Dave Davies,https://www.npr.org/2024/01/23/1226278535/the-showman-ukraine-russia-zelenskyy-simon-shuster
23-Jan-24,How War Changed Ukrainian President Volodymyr Zelenskyy,"Timecorrespondent Simon Shuster has been interviewing Ukrainian President Volodymyr Zelenskyy since 2019, when Zelenskyy was still a famous entertainer and satirist. Shuster talks about Zelenskyy's rise to power, the infamous call with Trump that led to Trump's first impeachment, and how the war with Russia has changed him. Shuster's new book isThe Showman.",https://www.npr.org/2024/01/23/1197962002/fresh-air-draft-01-23-2024
16-Jan-24,Zelenskyy takes center stage in Davos as he tries to rally support for Ukraine,By The Associated Press,https://www.npr.org/2024/01/16/1224878809/zelenskyy-takes-center-stage-in-davos-as-he-tries-to-rally-support-for-ukraine
16-Dec-23,"Week in politics: Biden calls Israel's bombing 'indiscriminate,' Zelenskyy in the U.S.",By Scott Simon,https://www.npr.org/2023/12/16/1219824072/week-in-politics-biden-calls-israels-bombing-indiscriminate-zelenskyy-in-the-u-s
12-Dec-23,Ukraine's Zelenskyy visits Washington for a last-ditch effort to secure U.S. aid,Deirdre Walsh Ukraine's president is making a last-ditch trip to Washington to try to convince Congress to give more weapons and aid for his fight against Russia.,https://www.npr.org/2023/12/12/1218876418/ukraines-zelenskyy-visits-washington-for-a-last-ditch-effort-to-secure-u-s-aid
12-Dec-23,Ukrainian President Zelenskyy is in Washigton to make plea to Congress for funding,By Mara Liasson,https://www.npr.org/2023/12/12/1218694343/ukrainian-president-zelenskyy-is-in-washigton-to-make-plea-to-congress-for-fundi
12-Dec-23,Retired Lt. Col. Alexander Vindman discusses Zelenskyy's push for more U.S. aid,"Michel Martin MICHEL MARTIN, HOST:",https://www.npr.org/2023/12/12/1218694280/retired-lt-col-alexander-vindman-discusses-zelenskyys-push-for-more-u-s-aid
12-Dec-23,Zelenskyy is making a last-ditch push to get more U.S. weapons and aid for Ukraine,By Franco Ordoñez,https://www.npr.org/2023/12/12/1218588127/zelenskyy-ukraine-funding-biden
12-Dec-23,"Texas Abortion Case, Biden and Zelenskyy, Trump and SCOTUS","A Texas woman has left the state, whose highest court ruled she does not meet the exception to the abortion ban, to have the procedure. Ukrainian President Volodymyr Zelenskyy meets President Biden in Washington as the pair makes a last-ditch plea to Congress for funding. And the Supreme Court has been asked to fast track a case that centers on whether former President Donald Trump should be shielded from criminal prosecution.Want more comprehensive analysis of the most important news of the day, plus a little fun?Subscribeto the Up First newsletter.Today's episode of Up First was edited by Diana Webber, Roberta Rampton, Krishnadev Calamurand Olivia Hampton. It was produced by Kaity Kline, David West and Lindsay Totty. We get engineering support from Stacey Abbott. And our technical director is Zac Coleman.",https://www.npr.org/2023/12/12/1198909625/texas-abortion-case-biden-and-zelenskyy-trump-and-scotus
12-Dec-23,Zelenskyy's Pitch for More American Dollars,Ukraine's President Volodymyr Zelenskyy holding a US flag given to him by then House Speaker Nancy Pelosi (D-CA). Nearly a year later he's back in Washington to ask lawmakers for more aid.Mandel Ngan/AFP via Getty Imageshide caption Ukraine's President Volodymyr Zelenskyy holding a US flag given to him by then House Speaker Nancy Pelosi (D-CA). Nearly a year later he's back in Washington to ask lawmakers for more aid.,https://www.npr.org/2023/12/12/1198909490/zelenskyys-pitch-for-more-american-dollars
11-Dec-23,"Seeking more U.S. aid, Ukrainian PresidentZelenskyywill visit Washington",Deirdre Walsh Ukrainian President Zelensky is coming to Washington Tuesday to make a plea for Congress to approve more money to help in the country's war against Russia.,https://www.npr.org/2023/12/11/1218643432/seeking-more-u-s-aid-ukrainian-president-zelenskyy-will-visit-washington
11-Dec-23,Biden invitesZelenskyyto the White House as he pushes for more aid for Ukraine,Franco Ordoñez President Biden has invited Ukrainian President Volodymyr Zelenskyy to the White House on Tuesday as a show of commitment while Congress debates funding for the war.,https://www.npr.org/2023/12/11/1218495115/biden-invites-zelenskyy-to-the-white-house-as-he-pushes-for-more-aid-for-ukraine
6-Oct-23,"Russian strike kills dozens of Ukrainian civilians attending a wake,Zelenskyysays",By The Associated Press,https://www.npr.org/2023/10/06/1204091672/russia-strike-ukrainian-village-kills-more-than-50
22-Sep-23,Zelenskyyreaches out to the U.S. for more aid to help end Russia's invasion,Steve Inskeep,https://www.npr.org/2023/09/22/1200998415/zelenskyy-reaches-out-to-the-u-s-for-more-aid-to-help-end-russias-invasion
22-Sep-23,Zelenskyyarrives in Canada to speak before Parliament and boost support for Ukraine,By The Associated Press,https://www.npr.org/2023/09/22/1200993256/zelenskyy-canada-speak-parliament-to-boost-support
22-Sep-23,Up First briefing: UAW strike deadline; East Coast storm;Zelenskyyinterview,By Rachel Treisman,https://www.npr.org/2023/09/22/1200813435/up-first-briefing-uaw-strike-deadline-tropical-storm-zelenskyy-ukraine-war-life
22-Sep-23,Zelenskyydefends Ukraine's spending of Western aid,By Steve Inskeep,https://www.npr.org/2023/09/22/1200812392/securing-his-western-flank-zelenskyy-bids-to-maintain-his-u-s-support
22-Sep-23,BONUS: Zelenskyy Makes Case For More Aid,,https://www.npr.org/2026/01/01/1198920519/zz-upfirst-bonusdraft
21-Sep-23,Ukrainian President Zelenskyy courts Washington for aid amid some GOP Resistance,Tamara Keith Ukraine's president visits Washington as the White House faces resistance from House Republicans for its latest funding request to help with the country's defense against Russia.,https://www.npr.org/2023/09/21/1200898104/ukrainian-president-zelenskyy-courts-washington-for-aid-amid-some-gop-resistance
21-Sep-23,Up First briefing: House budget dispute; Zelenskyy in D.C.; Simone Biles makes history,"Suzanne Nuyen House Republicans are at war with themselvesas a government shutdown is less than two weeks away. They tried to pass a spending bill this week, but a group of far-right representatives are blocking their own party.",https://www.npr.org/2023/09/21/1200742719/up-first-briefing-house-budget-dispute-zelenskyy-in-d-c-simone-biles-makes-histo
21-Sep-23,"As Ukraine's war drags on and a D.C. shutdown looms, Zelenskyy makes his case for aid","Becky Sullivan Ukrainian President Volodymyr Zelenskyy arrives in the U.S. Capitol Thursday alongside House Minority Leader Rep. Hakeem Jeffries, a Democrat from New York.Anna Moneymaker/Getty Imageshide caption",https://www.npr.org/2023/09/21/1200674632/zelenskyy-washington-ukraine-funding-shutdown
21-Sep-23,"GOP Spending Rift, Zelenskyy Interview, Louisiana Police Probe","House Republicans can't agree on a stopgap government spending bill, NPR's Steve Inskeep speaks with Ukrainian President Volodymyr Zelensky and lawsuits say Baton Rouge police beat detainees.Want more comprehensive analysis of the most important news of the day, plus a little fun?Subscribeto the Up First newsletter.Today's episode of Up First was edited by Krishnadev Calamur, Susanna Capelouto, Ally Schweitzer and Olivia Hampton. It was produced by Shelby Hawkins, Ziad Buchh and Julie Depenbrock. We get engineering support from Hannah Gluvna. And our technical director is Zac Coleman.",https://www.npr.org/2023/09/21/1198908048/up-first-draft-09-21-2023
20-Sep-23,Ukrainian President Zelenskyy makes case for continued U.S. support against Russia,"Steve Inskeep AILSA CHANG, HOST:",https://www.npr.org/2023/09/20/1200671374/ukrainian-president-zelenskyy-makes-case-for-continued-u-s-support-against-russi
20-Sep-23,"As the U.S. mulls more aid to Ukraine, Zelenskyy says 'we have the same values'",By Rachel Treisman,https://www.npr.org/2023/09/20/1200386054/zelenskyy-us-aid-ukraine
19-Sep-23,Zelenskyy's U.S. visit comes as Republican opposition to Ukraine aid grows,By Susan Davis,https://www.npr.org/2023/09/19/1199503861/zelenskyy-ukraine-aid-republican-congress-shutdown-spending
5-Sep-23,"Congress mulls more money for Ukraine, as Zelenskyy replaces his defense minister","LEILA FADEL, HOST: As Congress mulls over whether to approve more money for Ukraine, Ukraine's president Volodymyr Zelenskyy, is replacing his defense minister. To understand what this means, we turn to Michael Bociurkiw, a senior fellow at the Atlantic Council and former spokesman for the Organization for Security and Co-operation in Europe. Michael, thanks for being on the program.",https://www.npr.org/2023/09/05/1197578304/congress-mulls-more-money-for-ukraine-as-zelenskyy-replaces-his-defense-minister
4-Sep-23,Ukraine's President Volodymyr Zelenskyy sacks the country's defense minister,By Leila Fadel,https://www.npr.org/2023/09/04/1197528512/ukraines-president-volodymyr-zelenskyy-sacks-the-countrys-defense-minister
4-Sep-23,"Zelenskyy Sacks Defense Minister, Putin Meets Erdogan, Americans Celebrate Labor Day","Ukrainian President Volodymyr Zelenskyy is replacing his defense minister. Russian President Vladimir Putin will meet his Turkish counterpart to revive the suspended grain deal. And Americans have the day off to celebrate Labor Day.Want more comprehensive analysis of the most important news of the day, plus a little fun?Subscribeto the Up First newsletter.Today's episode of Up First was edited by Rafael Nam, Mark Katkov and Peter Granitz. It was produced by Shelby Hawkins, Chad Campbell, Taylor Haney and Ziad Buchh. We get engineering support from Carleigh Strange . And our technical director is Neisha Heinis.",https://www.npr.org/2023/09/03/1197523300/zelenskyy-sacks-defense-minister-putin-meets-erdogan-americans-celebrate-labor-d
4-Sep-23,Ukraine's Zelenskyy says defense minister will be replaced this week,By The Associated Press,https://www.npr.org/2023/09/03/1197512104/ukraine-zelenskyy-defense-minister-replaced-umerov-reznikov
26-Aug-23,Zelenskyydenies any role in the plane crash that killed Wagner Group chief Prigozhin,By Scott Simon,https://www.npr.org/2023/08/26/1196170784/zelenskyy-denies-any-role-in-the-plane-crash-that-killed-wagner-group-chief-prig
6-Aug-23,"Zelenskyysays bomb hit blood transfusion center, while shelling kills 3 overnight",By The Associated Press,https://www.npr.org/2023/08/06/1192386597/zelenskyy-says-bomb-hit-blood-transfusion-center-shelling-kills-3-overnight
27-Jul-23,"Russian journalist Mikhail Zygar discusses Putin,Zelenskyyand the war in Ukraine","Leila Fadel A MART_NEZ, HOST:",https://www.npr.org/2023/07/27/1190427931/russian-journalist-mikhail-zygar-discusses-putin-zelenskyy-and-the-war-in-ukrain
12-Jul-23,Ukraine can't join NATO yet. But Biden saysZelenskyyis OK with that,By Lexie Schapitl,https://www.npr.org/2023/07/12/1187291581/biden-vilnius-ukraine-nato
12-Jul-23,Up First briefing:Zelenskyyat NATO; SAG-AFTRA deadline; #whitepeoplefood,"Suzanne Nuyen President Biden will meet with Ukrainian President Volodymyr Zelenskyytoday as the NATO summit wraps up in Lithuania. NATO leaders agreed yesterday that Ukraine could join the alliance eventually but gave no timeline, angering Zelenskyy. On twitter, he said NATO's reluctance to set a timetable was ""absurd.""",https://www.npr.org/2023/07/12/1187180999/up-first-briefing-zelenskyy-at-nato-sag-aftra-deadline-whitepeoplefood
12-Jul-23,"Biden MeetsZelenskyy, June Inflation, SAG-AFTRA Deadline Expires","President Joe Biden meets his Ukrainian counterpart. New inflation numbers are set to show easing inflation. And major Hollywood studios' contract with the actors' union is set to expire.Want more comprehensive analysis of the most important news of the day, plus a little fun?Subscribeto the Up First newsletter.Up First is produced by Nina Kravinsky, Shelby Hawkins and Kaity Kline. Our editors are Olivia Hampton, Rafael Nam, Michael Sullivan, Denice Rios and Alice Woelfle. Our technical director is Zac Coleman with engineering support from Arthur Laurent.",https://www.npr.org/2023/07/12/1187172187/biden-meets-zelenskyy-june-inflation-sag-aftra-deadline-expires
8-Jul-23,Zelenskyyhails Ukraine's soldiers from a Black Sea island to mark 500 days of war,By The Associated Press,https://www.npr.org/2023/07/08/1186662854/zelenskyy-ukraine-war-500-days-russia-turkey
8-Jul-23,Turkey's Erdogan hostsZelenskyyand says Ukraine deserves membership in NATO,By The Associated Press,https://www.npr.org/2023/07/08/1186626989/turkeys-erdogan-zelenskyy-ukraine-deserves-membership-nato
5-Jul-23,Ukraine'sZelenskyywarns of possible Russian sabotage at nuclear plant,"Greg Myre A Russian serviceman guards the Zaporizhzhia Nuclear Power Plant in in southeastern Ukraine in May 2022. Ukrainian President Volodymyr Zelenskyy says Russia has placed devices that look like explosives on top of reactors at the plant. He says Russia may carry out sabotage and blame Ukraine. Russia, in turn, says Ukraine is planning to attack the plant.APhide caption",https://www.npr.org/2023/07/05/1185980734/zelenskyy-warns-sabotage-nuclear-plant
10-Jun-23,Ukraine'sZelenskyyconfirms that an offensive against Russia is underway,"Greg Myre Ukrainian President Volodymyr Zelenskyy speaks during a joint news conference with Canada's Prime Minister Justin Trudeau in Kyiv, Ukraine, on Saturday.Efrem Lukatsky/APhide caption",https://www.npr.org/2023/06/10/1181512637/zelenskyy-ukraine-counteroffensive
4-Jun-23,PresidentZelenskyysays 2-year-old is one of 500 Ukrainian children killed in war,By The Associated Press,https://www.npr.org/2023/06/04/1180031066/president-zelenskyy-says-2-year-old-is-one-of-500-ukrainian-children-killed-in-w
3-Jun-23,Zelenskyyaccepts Ukraine cannot become a NATO member until the war ends,"Scott Simon SCOTT SIMON, HOST:",https://www.npr.org/2023/06/03/1179979756/zelenskyy-accepts-ukraine-cannot-become-a-nato-member-until-the-war-ends
25-May-23,Ukraine's Zelenskyy surprises Johns Hopkins grads as their commencement speaker,By Jonathan Franklin,https://www.npr.org/2023/05/25/1178199774/ukrainian-president-zelenskyy-johns-hopkins-grad-speaker
22-May-23,"Latest in Ukraine: Zelenskyy scores F-16 training, as Russia claims to take Bakhmut","By President Biden walks with Ukrainian President Volodymyr Zelenskyy ahead of a working session on Ukraine during the Group of Seven summit in Hiroshima, Japan, Sunday. In a win for the Ukrainian leader, Biden supported training Ukraine's pilots to fly F-16s.Susan Walsh/APhide caption",https://www.npr.org/2023/05/22/1176391571/russia-ukraine-war-news
21-May-23,Zelenskyy's recent diplomatic moves signal a new phase for the war in Ukraine,By Ayesha Rascoe,https://www.npr.org/2023/05/21/1177391776/zelenskyys-recent-diplomatic-moves-signal-a-new-phase-for-the-war-in-ukraine
21-May-23,Zelenskyy denies Moscow's claims that Russian forces are occupying Bakhmut,By The Associated Press,https://www.npr.org/2023/05/21/1177387849/president-zelenskyy-has-said-that-bakhmut-is-destroyed-as-russia-claims-victory-
20-May-23,Zelenskyy meets world leaders at G-7,By Anthony Kuhn,https://www.npr.org/2023/05/20/1177366765/zelenskyy-meets-world-leaders-at-g-7
20-May-23,"Zelenskyy Attends G-7 Summit, Wall Street & Default, Greek Elections","Ukrainian President Volodymyr Zelenskyy arrives in Hiroshima, Japan. Markets don't seem very concerned about political wrangling over the debt ceiling. Greek voters head to the polls Sunday for elections clouded by a deadly train crash.",https://www.npr.org/2023/05/19/1177210780/zelenskyy-attends-g-7-summit-wall-street-default-greek-elections
19-May-23,Zelenskyy arrives at G-7 summit in Japan as leaders ramp up pressure on Russia,By Vincent Ni,https://www.npr.org/2023/05/19/1177024349/zelenskyy-to-japan-attend-g-7-summit
19-May-23,Ukraine's President Volodymyr Zelenskyy will attend the G-7 meeting in person,By Leila Fadel,https://www.npr.org/2023/05/19/1177023867/ukraines-president-volodymyr-zelenskyy-will-attend-the-g-7-meeting-in-person
18-May-23,"Zelenskyyarrives at Arab League summit, as Saudi Arabia flexes diplomatic muscle","Aya Batrawy In this photo provided by the Saudi Press Agency, SPA, leaders of Arab countries pose for a group picture ahead of the Arab summit in Jeddah, Saudi Arabia, Friday.Saudi Press Agency via APhide caption",https://www.npr.org/2023/05/18/1176833267/saudi-arabia-syria-arab-league-summit
15-May-23,Latest on Ukraine:Zelenskyymade a spring diplomatic offensive in Europe (May 15),"British Prime Minister Rishi Sunak (right) walks with Ukrainian President Volodymyr Zelenskyy to a waiting Chinook helicopter after meetings at Chequers, the U.K. leader's country retreat, in Aylesbury, England, on Monday.Carl Court/Getty Imageshide caption British Prime Minister Rishi Sunak (right) walks with Ukrainian President Volodymyr Zelenskyy to a waiting Chinook helicopter after meetings at Chequers, the U.K. leader's country retreat, in Aylesbury, England, on Monday.",https://www.npr.org/2023/05/15/1174956698/russia-ukraine-war-news
14-May-23,Ukraine's PresidentZelenskyyis in Germany for the first time since Russia invaded,By The Associated Press,https://www.npr.org/2023/05/14/1176057374/ukraines-president-zelenskyy-is-in-germany-for-the-first-time-since-the-war-bega
13-May-23,PresidentZelenskyymeets with the pope at the Vatican,By The Associated Press,https://www.npr.org/2023/05/13/1175998183/zelenskyy-rome-pope-francis-italian-leaders
26-Apr-23,"China's Xi calls Ukraine'sZelenskyy, after weeks of intensifying pressure to do so",By Emily Feng,https://www.npr.org/2023/04/26/1164668179/xi-putin-summit-zelenskyy-china-russia-ukraine
21-Mar-23,Japan's prime minister arrives in Ukraine for talks with PresidentZelenskyy,By The Associated Press,https://www.npr.org/2023/03/21/1164916007/japans-prime-minister-arrives-in-ukraine-for-talks-with-president-zelenskyy
24-Feb-23,"A year since Russia invaded,Zelenskyysays Ukraine needs the support of the world",Joanna Kakissis Ukraine's president Volodymyr Zelenskyy gave a lengthy press conference in Kyiv Friday as the country marked one year since Russia's invasion.,https://www.npr.org/2023/02/24/1159423030/a-year-since-russia-invaded-zelenskyy-says-ukraine-needs-the-support-of-the-worl
21-Feb-23,Zelenskyy's Transformation From Comedian To Icon Of Democracy,Ukrainian President Volodymyr Zelenskyy.Chip Somodevilla/Getty Imageshide caption Ukrainian President Volodymyr Zelenskyy.,https://www.npr.org/2023/02/20/1158327556/zelenskyys-transformation-from-comedian-to-icon-of-democracy
20-Feb-23,Biden hears Zelenskyy's plan for peace with Russia during surprise visit to Kyiv,"Joanna Kakissis President Biden visited Kyiv just shy of a year since Russia invaded Ukraine. He spent time with President Zelenskyy, who called this visit the most important in U.S.-Ukrainian history.",https://www.npr.org/2023/02/20/1158401846/biden-hears-zelenskyys-plan-for-peace-with-russia-during-surprise-visit-to-kyiv
20-Feb-23,Volodymyr Zelenskyy went from comedian to icon of democracy. This is how he did it,"Frank Langfitt Ukrainian President Volodymyr Zelenskyy delivers a virtual address to Congress at the U.S. Capitol on March 16, 2022, less than a month after Russia's invasion of Ukraine.Drew Angerer/Getty Imageshide caption",https://www.npr.org/2023/02/20/1158150926/volodymyr-zelenskyy-president-ukraine-russia-war
8-Feb-23,Why Zelenskyy visited the U.K. nearly 1 year into Russia's war on Ukraine,By Willem Marx,https://www.npr.org/2023/02/08/1155360051/zelenskyy-russia-ukraine
24-Jan-23,President Zelenskyy shakes up Ukraine's Cabinet amid corruption allegations,By Julian Hayda,https://www.npr.org/2023/01/24/1150943435/president-zelenskyy-shakes-up-ukraines-cabinet-amid-corruption-allegations
22-Dec-22,Zelenskyy told Congress continued aid is an investment in global security. Is it?,,https://www.npr.org/2022/12/22/1145010666/zelenskyy-told-congress-continued-aid-is-an-investment-in-global-security-is-it
22-Dec-22,Russia responds to Zelenskyy's visit by accusing the U.S. of a proxy war in Ukraine,By Rachel Treisman,https://www.npr.org/2022/12/22/1145004513/russia-ukraine-us-proxy-war-zelenskyy-visit
22-Dec-22,How Zelenskyy's trip to Washington is being seen in Russia,"LEILA FADEL, HOST: For more on Russia's reaction, I'm joined by Sergey Radchenko. He is the Wilson E. Schmidt distinguished professor of Russian history at the Johns Hopkins School of Advanced International Studies. Good morning.",https://www.npr.org/2022/12/22/1144942118/how-zelenskyys-trip-to-washington-is-being-seen-in-russia
22-Dec-22,Zelenskyy told Congress continued aid is an investment in global security. Is it?,"LEILA FADEL, HOST: Ukrainian President Volodymyr Zelenskyy told a joint meeting of Congress last night U.S. aid can speed up a Ukrainian victory over Russia.",https://www.npr.org/2022/12/22/1144942111/zelenskyy-told-congress-continued-aid-is-an-investment-in-global-security-is-it
21-Dec-22,Zelenskyy visits Washington to meet with Biden and address Congress,By Asma Khalid,https://www.npr.org/2022/12/21/1144821709/zelenskyy-visits-washington-to-meet-with-biden-and-address-congress
21-Dec-22,"Zelenskyy aims to shore up support with White House, Congress and American people","A MART_NEZ, HOST: Let's go now to Richard Haass. For the last 20 years, he's led the nonpartisan Council on Foreign Relations. Richard, so apart from making this in-person appeal for more military support, what do you think President Zelenskyy hopes to gain from this visit?",https://www.npr.org/2022/12/21/1144627677/zelenskyy-aims-to-shore-up-support-with-white-house-congress-and-american-people
21-Dec-22,Zelenskyy leaves Ukraine for an unexpected and high-profile visit to the U.S.,By Leila Fadel,https://www.npr.org/2022/12/21/1144627670/zelenskyy-leaves-ukraine-for-an-unexpected-and-high-profile-visit-to-the-u-s
21-Dec-22,"Zelenskyy Visits U.S., Trump Tax Returns, Taliban Bans Women From University",Ukrainian President Volodymyr Zelenskyy to visit President Biden and congressional leaders in Washington. House committee approves release of Trump's taxes. The Taliban has banned women from attending universities in Afghanistan.,https://www.npr.org/2022/12/20/1144618385/zelenskyy-visits-u-s-trump-tax-returns-taliban-bans-women-from-university
21-Dec-22,Ukrainian PresidentZelenskyyset to visit Washington,Domenico Montanaro Zelenskyy plans to meet Wednesday with President Biden and congressional leaders.,https://www.npr.org/2022/12/20/1144593321/ukrainian-president-zelenskyy-set-to-make-unexpected-washington-visit
21-Dec-22,Zelenskyyand Biden emphasize their partnership ahead of congressional address,By Ximena Bustillo,https://www.npr.org/2022/12/20/1144519200/ukrainian-president-zelenskyy-plans-to-visit-washington
7-Dec-22,Zelenskyyand the spirit of Ukraine are 'Time' magazine's 2022 Person of the Year,By Rachel Treisman,https://www.npr.org/2022/12/07/1141202568/time-person-year-zelenskyy
15-Nov-22,Zelenskyy's arrival in Kherson underscores Ukraine's momentum in the war,By Jason Beaubien,https://www.npr.org/2022/11/15/1136738608/zelenskyys-arrival-in-kherson-underscores-ukraines-momentum-in-the-war
14-Nov-22,Ukraine's PresidentZelenskyymakes surprise visit to liberated city of Kherson,By Greg Myre,https://www.npr.org/2022/11/14/1136425832/ukraines-president-zelenskyy-makes-surprise-visit-to-liberated-city-of-kherson
23-Oct-22,What the rhetoric used byZelenskyyand Putin can tell us about the war in Ukraine,"Ayesha Rascoe AYESHA RASCOE, HOST:",https://www.npr.org/2022/10/23/1130782359/rhetoric-zelenskyy-putin-russia-ukraine-war
4-Oct-22,Elon Musk's peace plan for Ukraine draws condemnation fromZelenskyy,By The Associated Press,https://www.npr.org/2022/10/04/1126714896/elon-musk-ukraine-peace-plan-zelenskyy
21-Sep-22,TopZelenskyyadviser discusses Ukraine's latest military moves,"Greg Myre AMART_NEZ, HOST:",https://www.npr.org/2022/09/21/1124218270/top-zelenskyy-advisor-discusses-ukraines-latest-military-moves
19-Sep-22,Zelenskyyaide gives insight on war in Ukraine in 'The Fight for Our Lives',"Iuliia Mendel, press secretary to Ukrainian President Volodymyr Zelenskyy, offers a peek behind the curtain in her new memoir,The Fight of Our Lives: My Time with Zelenskyy, Ukraine's Battle for Democracy and What it Means for the World. In an interview with Mary Louise Kelly, Mendel talks about Vladimir Putin _ and the resilience of Ukraine.",https://www.npr.org/2022/09/13/1122831878/zelensky-aide-gives-insight-on-war-in-ukraine-in-the-fight-for-our-lives
13-Sep-22,Zelenskyy's former spokesperson writes about working with the Ukrainian president,,https://www.npr.org/2022/09/13/1122837151/zelenskyys-former-spokesperson-writes-about-working-with-the-ukrainian-president
13-Sep-22,Zelenskyy's former spokesperson writes about working with the Ukrainian president,By Mary Louise Kelly,https://www.npr.org/2022/09/13/1122798576/zelenskyys-former-spokesperson-writes-about-working-with-the-ukrainian-president
25-Jul-22,Rep. Elissa Slotkin on her visit to Ukraine and meeting with PresidentZelenskyy,,https://www.npr.org/2022/07/25/1113558606/rep-elissa-slotkin-on-her-visit-to-ukraine-and-meeting-with-president-zelenskyy
25-Jul-22,Rep. Elissa Slotkin on her visit to Ukraine and meeting with PresidentZelenskyy,By Mary Louise Kelly,https://www.npr.org/2022/07/25/1113528112/rep-elissa-slotkin-on-her-visit-to-ukraine-and-meeting-with-president-zelenskyy
