date,title,short_opening,url,label,sentiment,outlet,shortopening,is_personal
2025-02-28,Zelenskyy says ire with Trump began with pro-Putin rhetoric,Zelenskyy says Trump's pro-Putin comments sparked tensions.,https://www.foxnews.com/world/zelenskyy-says-ire-trump-began-pro-putin-rhetoric,Russia-Related Rhetoric,neutral,zelensky_foxnews_filtered,,
2025-06-08,Zelenskyy dismisses Trump's claim that Russia wants peace,Zelenskyy says he knows Putin better than Trump does.,https://www.foxnews.com/politics/zelenskyy-dismisses-trumps-claim-russia-wants-peace-says-he-knows-putin-much-better,Russia-Related Rhetoric,neutral,zelensky_foxnews_filtered,,
2025-02-14,"Ukraine blames Russia for drone attack on Chernobyl's protective shell, Zelenskyy says damage 'significant'",Zelenskyy says drone strike caused significant damage to Chernobyl protective shell.,https://www.foxnews.com/world/ukraine-blames-russia-drone-attack-chernobyls-protective-shell-zelenskyy-says-damage-significant,Russia-Related Rhetoric,neutral,zelensky_foxnews_filtered,,
2025-02-28,Zelenskyy says ire with Trump began with pro-Putin rhetoric,Zelenskyy says Trump's comments triggered public distrust.,https://www.foxnews.com/world/zelenskyy-says-ire-trump-began-pro-putin-rhetoric,Russia-Related Rhetoric,neutral,zelensky_foxnews_filtered,,
2024-11-16,"Ukraine war likely to end more quickly under Trump, Zelenskyy says","'From our side, we must do everything so that this war ends next year, ends through diplomatic means,' Zelenskyy said in a Ukrainian radio interview aired on Saturday.",https://globalnews.ca/news/10873215/volodymyr-zelenskyy-ukraine-war-1000-days/,Russia-Related Rhetoric,neutral,zelensky_globalnews_filtered,,
2024-10-16,Zelenskyy says Ukraine __ictory plan_ will force Russia toward peace,"Zelenskyy told parliament his plan contained_five main points_that were in the hands of his allies, including an unconditional invite to join NATO now and weapons support.",https://globalnews.ca/news/10814425/zelenskyy-ukraine-victory-plan-russia/,Russia-Related Rhetoric,neutral,zelensky_globalnews_filtered,,
2023-10-31,Zelenskyy urges Ukrainian troops to ignore outside pessimism as war drags on,"Despite a months-long offensive, the vast frontline in Ukraine's east and south has moved little in the past year, spurring criticism and impatience among some Western allies.",https://globalnews.ca/news/10062567/ukraine-russia-zelenskyy-troops-success/,Russia-Related Rhetoric,neutral,zelensky_globalnews_filtered,,
2023-09-20,Zelenskyy calls Russia __errorist state_ at tense UN Security Council meeting,"Before the meeting started, there was intense speculation about whether_Zelenskyy_and Russia's top diplomat, Sergey Lavrov, would clash, speak or totally avoid each other.",https://globalnews.ca/news/9974240/ukraine-zelenskyy-un-security-council/,Russia-Related Rhetoric,neutral,zelensky_globalnews_filtered,,
2023-06-23,Zelenskyy warns countries to act amid possible threat to Zaporizhzhia nuclear plant,Members of his government briefed international representatives on Thursday on the possible threat to the Zaporizhzhia Nuclear Power Plant.,https://globalnews.ca/news/9788742/zelenskyy-zaporizhzhia-plant-russia-ukraine/,Russia-Related Rhetoric,neutral,zelensky_globalnews_filtered,,
2023-05-21,Zelenskyy denies Russia__ claim it has captured Bakhmut,"Ukrainian President Volodymyr Zelenskyy said Sunday that Russian forces weren't occupying Bakhmut, casting doubt on Moscow's insistence that the eastern Ukrainian city had fallen.",https://globalnews.ca/news/9714228/volodymyr-zelenskyy-bakhmut-russia/,Russia-Related Rhetoric,neutral,zelensky_globalnews_filtered,,
2023-02-24,Ukraine__ Zelenskyy vows victory on first anniversary of Russian invasion,President Volodymyr Zelenskyy used the Feb. 24 anniversary to congratulate Ukrainians on their resilience in the face of Europe's biggest and deadliest war since World War II.,https://globalnews.ca/news/9508653/ukraine-russia-war-anniversary-zelenskyy-address/,Russia-Related Rhetoric,positive,zelensky_globalnews_filtered,,
2022-11-27,"Russia plotting new missile attacks, Ukraine__ Zelenskyy says","""We understand that the terrorists are planning new strikes. We know this for a fact,"" Zelenskyy said in his nightly video address.",https://globalnews.ca/news/9308391/russia-ukraine-missile-attack-volodymyr-zelenskyy/,Russia-Related Rhetoric,neutral,zelensky_globalnews_filtered,,
2022-10-21,Ukraine__ Zelenskyy urges West to warn Russia against blowing up key dam,"Russia accused Kyiv earlier this week of rocketing the dam and planning to destroy it, in what Ukrainian officials called a sign that Moscow might blow it up and blame Kyiv.",https://globalnews.ca/news/9216731/zelenskyy-west-warn-russia-ukraine-dam/,Russia-Related Rhetoric,neutral,zelensky_globalnews_filtered,,
2022-09-27,Zelenskyy says no talks with Putin if Ukrainian land annexed,"Ukrainian President Vodymyr Zelenskyy urged additional military and financial support to defend Ukraine ""so the aggressor would lose.""",https://globalnews.ca/news/9160842/zelenskyy-putin-ukrainian-land-annexed/,Russia-Related Rhetoric,neutral,zelensky_globalnews_filtered,,
2022-09-21,n,Zelenskyy_suggested Russia's decision to mobilize some reservists showed that Moscow isn't serious about negotiating an end to its nearly seven-month-long war.,https://globalnews.ca/news/9144878/ukraine-volodymyr-zelenskyy-united-nations-speech/,Russia-Related Rhetoric,neutral,zelensky_globalnews_filtered,,
2025-09-24,Ukraine's Zelenskyy issues a stark warning about a global arms race and AI war,Ukrainian President Volodymyr Zelenskyy addresses the 80th session of the U.N. General Assembly in New York on Wednesday.Richard Drew,https://www.npr.org/2025/09/24/nx-s1-5552206/ukraine-zelenskyy-un-general-assembly-trump,Russia-Related Rhetoric,neutral,zelensky_npr_filtered,,
2025-09-24,Zelenskyy touted Ukraine's ingenuity against Russia in UN address,"Michele Kelemen Ukrainian President Volodymyr Zelenskyy addresses the U.N. General Assembly, as diplomats struggle to stop Russia's aggression.",https://www.npr.org/2025/09/24/nx-s1-5546755/zelenskyy-touted-ukraines-ingenuity-against-russia-in-un-address,Russia-Related Rhetoric,positive,zelensky_npr_filtered,,
2025-08-09,"With summit looming, Ukraine's Zelenskyy says he won't give land to Russia","Greg Myre Ukrainian President Volodymyr Zelenskyy speaks at a press conference as Denmark launches their EU presidency at Marselisborg Castle on July 3, 2025 in Aarhus, Denmark.",https://www.npr.org/2025/08/09/g-s1-81860/zelenskyy-rejects-ceding-ukrainian-territory,Russia-Related Rhetoric,neutral,zelensky_npr_filtered,,
2025-05-11,"Zelenskyywelcomes Russian overtures, but says ceasefire must come before peace talks","KYIV, Ukraine  Ukrainian President Volodymyr Zelenskyy on Sunday welcomed Russia's offer for direct peace talks, but insisted there must be a full, temporary ceasefire in place before negotiations can start.",https://www.npr.org/2025/05/11/nx-s1-5394923/russia-direct-talks-ukraine,Russia-Related Rhetoric,neutral,zelensky_npr_filtered,,
2025-04-20,Zelenskyy says Russia trying to create 'impression of ceasefire' as attacks continue,"KYIV, Ukraine  Ukrainian President Volodymyr Zelenskyy accused Russia on Sunday of creating a false appearance of honoring an Easter ceasefire, saying Moscow continued to launch attacks after Russian President Vladimir Putin announced a unilateral temporary truce.",https://www.npr.org/2025/04/20/g-s1-61446/zelenskyy-russia-ceasefire-impression-attacks-continue-easter,Russia-Related Rhetoric,neutral,zelensky_npr_filtered,,
2025-03-14,Zelenskyywants U.S. to hit Russia with 'maximum' sanctions if it refuses a ceasefire,"Joanna Kakissis Ukrainian President Volodymyr Zelenskyy speaks during the briefing in Kyiv, Ukraine, Wednesday.Efrem Lukatsky/APhide caption",https://www.npr.org/2025/03/14/nx-s1-5328696/zelenskyy-ukraine-russia-war-ceasefire-talks,Russia-Related Rhetoric,neutral,zelensky_npr_filtered,,
2025-02-19,Zelenskyy hits back against Trump's comments blaming Ukraine for the war with Russia,Joanna Kakissis Ukraine's President Volodymyr Zelenskyy speaks to reporters in Kyiv on Wednesday.,https://www.npr.org/2025/02/19/nx-s1-5302023/ukraine-zelenskyy-trump-russia-war,Russia-Related Rhetoric,neutral,zelensky_npr_filtered,,
2024-09-25,Zelenskyy warns that Russia may attack Ukrainian power plants at UNGA,Michele Kelemen Ukraine's President Volodmyr Zelensky tries to rally support at a UN distracted by the Middle East and warns Russia may be planning to attack his country's nuclear power plants.,https://www.npr.org/2024/09/25/nx-s1-5124853/zelenskyy-warns-that-russia-may-attack-ukrainian-power-plants-at-unga,Russia-Related Rhetoric,negative,zelensky_npr_filtered,,
2024-06-02,Zelenskyyaccuses China of helping Russia undermine peace summit,"SINGAPORE  Ukrainian president Volodymyr Zelenskyy has accused China of helping Russia in actively blocking countries from participating in this months peace conference in Switzerland, to which Ukraine says 106 countries have so far confirmed their attendance.",https://www.npr.org/2024/06/02/g-s1-2426/zelenskyy-accuses-china-of-helping-russia-undermine-peace-summit,Russia-Related Rhetoric,neutral,zelensky_npr_filtered,,
2023-08-26,Zelenskyydenies any role in the plane crash that killed Wagner Group chief Prigozhin,"In Ukraine, news of the apparent death of Wagner mercenary chief Yevgeny Prigozhin in a plane crash is being greeted with satisfaction and gallows humor.",https://www.npr.org/2023/08/26/1196170784/zelenskyy-denies-any-role-in-the-plane-crash-that-killed-wagner-group-chief-prig,Russia-Related Rhetoric,neutral,zelensky_npr_filtered,,
2023-07-05,Ukraine'sZelenskyywarns of possible Russian sabotage at nuclear plant,"Greg Myre A Russian serviceman guards the Zaporizhzhia Nuclear Power Plant in in southeastern Ukraine in May 2022. Ukrainian President Volodymyr Zelenskyy says Russia has placed devices that look like explosives on top of reactors at the plant. He says Russia may carry out sabotage and blame Ukraine. Russia, in turn, says Ukraine is planning to attack the plant.APhide caption",https://www.npr.org/2023/07/05/1185980734/zelenskyy-warns-sabotage-nuclear-plant,Russia-Related Rhetoric,neutral,zelensky_npr_filtered,,
2023-05-21,Zelenskyy denies Moscow's claims that Russian forces are occupying Bakhmut,"HIROSHIMA, Japan  Ukrainian President Volodymyr Zelenskyy said Sunday that Russian forces weren't occupying Bakhmut, casting doubt on Moscow's insistence that the eastern Ukrainian city had fallen.",https://www.npr.org/2023/05/21/1177387849/president-zelenskyy-has-said-that-bakhmut-is-destroyed-as-russia-claims-victory-,Russia-Related Rhetoric,neutral,zelensky_npr_filtered,,
2025-04-08,Zelensky Claims Capture of 2 Chinese Citizens Fighting for Russia,"The Ukrainian president did not suggest that they had been sent by Beijing__ military, but he pointed to their presence as further evidence that Moscow was not truly interested in peace.",,Russia-Related Rhetoric,neutral,zelensky_nytimes_filtered,,
2025-04-09,Zelensky Doubles Down on Claim That Many Chinese Are Fighting for Russia,"Ukrainian President Volodymyr Zelensky said more than 150 Chinese men were fighting for Russia in Ukraine, hours after China dismissed claims that many of its citizens were involved in the war.",,Russia-Related Rhetoric,neutral,zelensky_nytimes_filtered,,
2025-04-29,Zelensky Calls Putin's 72-Hour Truce Pledge manipulation,"Russian forces launched 100 attack drones across Ukraine overnight, hours after President Vladimir V. Putin ordered a unilateral three-day cease-fire starting on May 8.",,Russia-Related Rhetoric,neutral,zelensky_nytimes_filtered,,
2022-06-03,Zelensky tells U.S. mayors to end their sister-city ties with Russia.,The Ukrainian president said the relationships allow Moscow to say __t is not isolated._,,Russia-Related Rhetoric,neutral,zelensky_nytimes_filtered,,
2022-06-29,Zelensky urges the U.N. to label Russia a terrorist state over a missile strike on a shopping mall.,"President Volodymyr Zelensky of Ukraine addressed the United Nations Security Council on Tuesday, calling for the organization to brand Russia a terrorist state and dispatch investigators to inspect a missile attack on a shopping mall a day earlier in the city of Kremenchuk.",,Russia-Related Rhetoric,neutral,zelensky_nytimes_filtered,,
2023-04-06,Zelensky__ aides send mixed messages on Crimea and the possibility of negotiations.,Top government officials in Kyiv clarify that their mission remains to reclaim all Ukrainian territory from Russia.,,Russia-Related Rhetoric,neutral,zelensky_nytimes_filtered,,
2022-11-08,Zelensky warns the U.N. climate gathering that Russia__ war is undercutting any possible collective action.,Reports from the ground and research on previous armed conflicts suggest that the ecological impact of the conflict could be enormous.,,Russia-Related Rhetoric,neutral,zelensky_nytimes_filtered,,
2022-11-30,President Zelensky of Ukraine rebukes Elon Musk__ peace proposal.,"Speaking at the DealBook summit, the Ukrainian leader said the billionaire would do well to fully understand the situation before making pronouncements about it.",,Russia-Related Rhetoric,neutral,zelensky_nytimes_filtered,,
2022-11-30,Zelensky Derides Musk__ Peace Proposal for Ukraine and Russia,"During an interview at The New York Times_ DealBook Summit, President Volodymyr Zelensky of Ukraine rebuked Elon Musk__ peace proposal that included ceding territory to Russia.",,Russia-Related Rhetoric,neutral,zelensky_nytimes_filtered,,
2022-10-02,Zelensky says Russia__ retreat shows its annexation moves are a __arce._,"President Volodymyr Zelensky of Ukraine quickly sought to capitalize politically on the Russian retreat from the crucial rail hub of Lyman, saying that it showed that Moscow__ attempt to illegally annex much of the country was an __bsolute farce._",,Russia-Related Rhetoric,neutral,zelensky_nytimes_filtered,,
2022-10-20,"Zelensky says Russia plans to blow up a major dam in a __alse flag_ attack, flooding southern Ukraine.",The Ukrainian president called for an international observation mission at the dam__ hydroelectric plant to prevent a potential catastrophe.,,Russia-Related Rhetoric,neutral,zelensky_nytimes_filtered,,
2022-10-21,Zelensky accuses Russia of deliberately slowing grain shipments.,"The U.N. confirmed a backlog of 150 ships waiting to fulfill contracts to transport Ukrainian food products, a delay that comes as a deadline to renew a grain deal nears.",,Russia-Related Rhetoric,neutral,zelensky_nytimes_filtered,,
2023-11-05,"Russian Strike on Soldiers at Ceremony Was a Crime, Zelensky Says","Troops were killed as they gathered in a southern village for a military commemoration, officials said.",,Russia-Related Rhetoric,neutral,zelensky_nytimes_filtered,,
2023-05-03,Zelensky says Russia is trying to stoke support at home by blaming Kyiv.,The Ukrainian president flatly denied that his country was behind any drone attack on the Kremlin.,,Russia-Related Rhetoric,neutral,zelensky_nytimes_filtered,,
2023-05-04,"In The Hague, Zelensky Renews Call to Prosecute Russian War Crimes","As international support for an independent tribunal appears to be growing, the Ukrainian leader called for __rue justice_ for crimes in the war.",,Russia-Related Rhetoric,neutral,zelensky_nytimes_filtered,,
2023-05-19,Zelensky Urges Arab Leaders Not to __urn a Blind Eye_ to Russian Aggression,"Addressing an Arab League summit in Saudi Arabia, President Volodymyr Zelensky of Ukraine urged Arab nations to stand with him against Russia and called out their reluctance to take sides in the war.",,Russia-Related Rhetoric,neutral,zelensky_nytimes_filtered,,
2025-03-12,Zelensky Says Ukraine Showed __e Want a Fast Peace_,"While Ukraine said it would agree to a 30-day cease-fire proposal, many in the country were skeptical about whether Russia would do the same.",,Russia-Related Rhetoric,neutral,zelensky_nytimes_filtered,,
2025-03-15,Zelensky Accuses Russia of Trying to Trap Ukraine__ Forces Amid Cease-Fire Talks,"The Kremlin is pressing an offensive to take back its land in the Kursk region, while prolonging negotiations over a proposal by Washington and Kyiv.",,Russia-Related Rhetoric,neutral,zelensky_nytimes_filtered,,
2025-03-19,Zelensky Agrees to Halt Strikes on Russian Energy Targets in Call With Trump,"President Trump also floated the idea of the United States taking control of Ukrainian power plants, according to U.S. officials. The Ukrainian president said he was not pressured about the proposal.",,Russia-Related Rhetoric,neutral,zelensky_nytimes_filtered,,
2022-02-19,President Zelensky asks the West to make no deals __ehind our back_ as the threat to Ukraine grows.,"MUNICH _ As shelling hammered towns in eastern Ukraine on Saturday and civilians boarded buses to evacuate the region, Russia engaged in a dramatic display of military theater, test-firing ballistic and cruise missiles in a reminder to the West that a conflict over Ukraine could quickly escalate.",,Russia-Related Rhetoric,neutral,zelensky_nytimes_filtered,,
2022-02-19,President Zelensky criticizes the allied response to Russia__ buildup.,The Ukrainian leader thanked the West but said sanctions should be applied now and that repeated predictions of imminent war were damaging.,,Russia-Related Rhetoric,negative,zelensky_nytimes_filtered,,
2022-02-25,Zelensky says Russian saboteurs are in Kyiv and he is Moscow__ prime target.,"Ukraine__ president, Volodymyr Zelensky, said that Russian saboteurs had entered Kyiv, the capital, and that he was __arget No. 1_ for Russian forces, followed by his family.",,Russia-Related Rhetoric,neutral,zelensky_nytimes_filtered,,
2024-08-20,Zelensky Says Push Into Russia Shows the West__ Red Lines Are __aïve_,President Volodymyr Zelensky of Ukraine seized on the incursion__ success to press allies to lift a longtime restriction: the use of Western-supplied long-range weapons against Russia.,,Russia-Related Rhetoric,neutral,zelensky_nytimes_filtered,,
2024-09-24,Zelensky Says Western Allies Must Allow Ukrainian Strikes Deep Into Russia,"The leaders of Ukraine and Denmark said in a joint interview that allied nations must lift restrictions on arms, increase their production and help Ukraine build weapons inside the country.",,Russia-Related Rhetoric,neutral,zelensky_nytimes_filtered,,
2024-09-25,Zelensky Warns U.N. Against Conceding to Russia__ __nsane_ Desire for Land,"President Volodymyr Zelensky of Ukraine told the meeting of world leaders that capitulating to Russia would only give its president, Vladimir Putin, the __olitical space to continue the war._",,Russia-Related Rhetoric,neutral,zelensky_nytimes_filtered,,
2022-12-14,Zelensky says Russian and Belarusian athletes shouldn__ be allowed at the 2024 Olympics.,"In recent days, international Olympic officials have been unclear about whether the athletes will be allowed to compete in the Paris Summer Olympics.",,Russia-Related Rhetoric,neutral,zelensky_nytimes_filtered,,
2022-12-21,Zelensky__ Message: Ukraine Is Fighting for Good Over Evil,One of the Ukrainian leader__ overriding aims is to prevent support for the war from becoming a partisan issue.,,Russia-Related Rhetoric,neutral,zelensky_nytimes_filtered,,
2023-07-04,Zelensky Accuses Russia of Trying to Kill Georgia__ Former President Saakashvili,"Mikheil Saakashvili, now a Ukrainian citizen, has been imprisoned in Georgia. He appeared frail and skeletal in a court appearance that renewed concerns about his treatment in prison.",,Russia-Related Rhetoric,neutral,zelensky_nytimes_filtered,,
2022-03-05,Zelensky criticizes NATO over its rejection of a no-fly zone.,"__ll the people who will die from this day will die because of you, as well,_ the Ukrainian president told NATO leaders in a video shared on social media.",,Russia-Related Rhetoric,neutral,zelensky_nytimes_filtered,,
2022-03-11,President Zelensky Makes His Case for Ukraine to the Russian People,Americans are used to wars against people who don__ so casually speak our language. Zelensky can respond to Russian propaganda by directly addressing the Russian people _ in Russian.,,Russia-Related Rhetoric,neutral,zelensky_nytimes_filtered,,
2022-03-15,Zelensky calls on Russian troops to surrender.,The Ukrainian leader and the Pentagon have both said some Russian soldiers have surrendered or been captured.,,Russia-Related Rhetoric,neutral,zelensky_nytimes_filtered,,
2022-03-19,"While Putin Shrinks, Zelensky Soars","Tiny, tiny Trump and cruel fool Putin.",,Russia-Related Rhetoric,positive,zelensky_nytimes_filtered,,
2022-03-22,Zelensky condemns Russian attacks on protesters and children.,"__t was a day of difficult events,_ the Ukrainian president said in a video address.",,Russia-Related Rhetoric,neutral,zelensky_nytimes_filtered,,
2022-03-25,"In a speech to the E.U., Zelensky singles out Hungary over sanctions.","Addressing the Hungarian leader, Viktor Orban, directly, Volodymyr Zelensky said, __ou have to decide for yourself who you are with._",,Russia-Related Rhetoric,neutral,zelensky_nytimes_filtered,,
2022-04-01,"Refuse to cooperate with the Kremlin__ war, Zelensky tells Ukrainians and Russians.",President Volodymyr Zelensky of Ukraine threatened retribution for people who collaborate with occupying forces and accused retreating Russians of planting mines and even booby-trapping corpses.,,Russia-Related Rhetoric,positive,zelensky_nytimes_filtered,,
2022-04-04,Zelensky blasts Merkel and Sarkozy for denying Ukraine NATO membership.,"In a video address, he said that NATO__ decision in 2008 not to give Ukraine a path to membership helped lead to atrocities by Russian forces.",,Russia-Related Rhetoric,neutral,zelensky_nytimes_filtered,,
2022-04-05,Zelensky vilifies Russia over atrocities: __hey killed entire families._,The Ukrainian president delivered one of his most forceful denunciations of the invasion in a live video speech to the United Nations Security Council on Tuesday.,,Russia-Related Rhetoric,neutral,zelensky_nytimes_filtered,,
2022-04-05,Zelensky Accuses Russia of Atrocities and Criticizes U.N.__ Inaction,"In a blistering address to the United Nations Security Council, Ukraine__ president asked what use the body was if it would not intervene to stop a war of aggression.",,Russia-Related Rhetoric,neutral,zelensky_nytimes_filtered,,
2022-04-07,"In his nightly address, Zelensky challenged allies to find the determination to ban Russian oil.",He also accused Russian troops of starting to hide evidence of civilian deaths.,,Russia-Related Rhetoric,neutral,zelensky_nytimes_filtered,,
2022-04-11,Zelensky says Ukraine takes __s seriously as possible_ an apparent threat of Russian chemical weapon use.,A Ukrainian unit in Mariupol claimed Russian forces had used chemical weapons there. Their report could not be independently confirmed.,,Russia-Related Rhetoric,neutral,zelensky_nytimes_filtered,,
